date,team_1,team_2,_map,result_1,result_2,map_winner,starting_ct,ct_1,t_2,t_1,ct_2,event_id,match_id,rank_1,rank_2,map_wins_1,map_wins_2,match_winner
2020-01-15,Paradox,ex-Genuine,Mirage,10,16,2,2,3,8,7,8,5002,2338958,186,137,1,2,2
2020-01-15,ex-Genuine,AVANT,Dust2,8,16,2,1,3,12,5,4,5002,2338959,137,142,2,1,1
2020-01-15,AVANT,Airborne,Mirage,16,13,1,1,9,6,7,7,5002,2338957,142,174,2,1,1
2020-01-15,EXTREMUM,DreamEaters,Train,16,8,1,1,12,3,4,5,5169,2338940,109,211,2,0,1
2020-01-15,Illuminar,HAVU,Train,16,19,2,1,8,7,7,8,4945,2338817,29,39,1,2,2
2020-01-15,Illuminar,HAVU,Nuke,14,16,2,1,5,10,9,6,4945,2338817,29,39,1,2,2
2020-01-15,EXTREMUM,DreamEaters,Nuke,16,3,1,2,4,0,12,3,5169,2338940,109,211,2,0,1
2020-01-15,AVANT,Airborne,Dust2,16,12,1,2,7,6,9,6,5002,2338957,142,174,2,1,1
2020-01-15,ex-Genuine,AVANT,Train,16,8,1,2,8,1,8,7,5002,2338959,137,142,2,1,1
2020-01-15,ex-Genuine,AVANT,Inferno,16,6,1,2,4,3,12,3,5002,2338959,137,142,2,1,1
2020-01-15,AVANT,Airborne,Inferno,14,16,2,1,4,11,10,5,5002,2338957,142,174,2,1,1
2020-01-15,Illuminar,HAVU,Overpass,16,13,1,1,7,8,9,5,4945,2338817,29,39,1,2,2
2020-01-14,Renegades,Airborne,Overpass,16,10,1,1,12,3,4,7,5002,2338948,25,174,2,0,1
2020-01-14,ORDER,AVANT,Train,16,7,1,2,6,2,10,5,5002,2338955,69,142,2,0,1
2020-01-14,ex-Genuine,PC419,Vertigo,16,4,1,2,5,0,11,4,5002,2338953,137,221,2,0,1
2020-01-14,ex-Genuine,PC419,Mirage,16,3,1,1,13,2,3,1,5002,2338953,137,221,2,0,1
2020-01-14,Ground Zero,Paradox,Dust2,16,19,2,1,7,8,8,7,5002,2338949,149,186,1,2,2
2020-01-14,Ground Zero,Paradox,Mirage,16,9,1,2,7,3,9,6,5002,2338949,149,186,1,2,2
2020-01-14,Ground Zero,Paradox,Inferno,13,16,2,2,5,9,8,7,5002,2338949,149,186,1,2,2
2020-01-14,PC419,AVANT,Mirage,12,16,2,2,6,7,6,9,5002,2338950,221,142,0,2,2
2020-01-14,Renegades,Airborne,Inferno,16,11,1,2,8,4,8,7,5002,2338948,25,174,2,0,1
2020-01-14,Renegades,Paradox,Inferno,16,9,1,2,5,5,11,4,5002,2338954,25,186,2,0,1
2020-01-14,ORDER,ex-Genuine,Train,16,11,1,1,8,7,8,4,5002,2338951,69,137,2,0,1
2020-01-14,ORDER,ex-Genuine,Inferno,16,6,1,2,2,5,14,1,5002,2338951,69,137,2,0,1
2020-01-14,Rugratz,Riot Squad,Nuke,9,16,2,2,3,7,6,9,5166,2338897,82,33,0,2,2
2020-01-14,Rugratz,Riot Squad,Dust2,10,16,2,1,9,6,1,10,5166,2338897,82,33,0,2,2
2020-01-14,ORDER,AVANT,Dust2,16,5,1,1,10,5,6,0,5002,2338955,69,142,2,0,1
2020-01-14,PC419,AVANT,Train,10,16,2,1,4,11,6,5,5002,2338950,221,142,0,2,2
2020-01-14,Renegades,Paradox,Dust2,16,3,1,1,13,2,3,1,5002,2338954,25,186,2,0,1
2020-01-14,Airborne,Ground Zero,Mirage,16,11,1,1,9,6,7,5,5002,2338952,174,149,2,0,1
2020-01-14,SKADE,Nexus,Mirage,8,16,2,1,5,10,3,6,5165,2338877,43,118,2,1,1
2020-01-14,SKADE,Nexus,Inferno,16,14,1,2,7,8,9,6,5165,2338877,43,118,2,1,1
2020-01-14,KOVA,Juggernauts,Overpass,16,11,1,2,8,4,8,7,5165,2338873,107,51,2,0,1
2020-01-14,KOVA,Juggernauts,Mirage,16,10,1,1,12,3,4,7,5165,2338873,107,51,2,0,1
2020-01-14,Na`Vi Junior,Copenhagen Flames,Overpass,5,16,2,1,5,10,0,6,5170,2338945,96,44,0,2,2
2020-01-14,Na`Vi Junior,Copenhagen Flames,Mirage,6,16,2,2,2,5,4,11,5170,2338945,96,44,0,2,2
2020-01-14,SKADE,Nexus,Overpass,16,13,1,2,10,4,6,9,5165,2338877,43,118,2,1,1
2020-01-14,OFFSET,Espada,Dust2,2,16,2,1,2,13,0,3,5165,2338872,260,102,0,2,2
2020-01-14,OFFSET,Espada,Inferno,13,16,2,2,7,7,6,9,5165,2338872,260,102,0,2,2
2020-01-14,Spirit,GODSENT,Mirage,16,11,1,2,8,4,8,7,4492,2338878,24,23,3,0,1
2020-01-14,Spirit,GODSENT,Inferno,16,6,1,1,12,3,4,3,4492,2338878,24,23,3,0,1
2020-01-14,Spirit,GODSENT,Train,16,13,1,1,8,7,8,6,4492,2338878,24,23,3,0,1
2020-01-14,Copenhagen Flames,ARCY,Overpass,16,10,1,2,7,4,9,6,4945,2338777,44,47,2,0,1
2020-01-14,Copenhagen Flames,ARCY,Vertigo,16,11,1,1,9,6,7,5,4945,2338777,44,47,2,0,1
2020-01-14,Airborne,Ground Zero,Overpass,16,12,1,2,10,3,6,9,5002,2338952,174,149,2,0,1
2020-01-13,Cloud9,eUnited,Inferno,16,10,1,2,7,4,9,6,5159,2338929,18,40,2,0,1
2020-01-13,Cloud9,eUnited,Overpass,19,16,1,1,9,6,6,9,5159,2338929,18,40,2,0,1
2020-01-13,Ground Zero,Paradox,Mirage,16,9,1,2,8,2,8,7,5152,2338932,96,191,16,9,1
2020-01-13,BIG,Sprout,Vertigo,20,22,2,2,9,6,6,9,4945,2338776,46,28,0,2,2
2020-01-13,Defusekids,Nemiga,Dust2,8,16,2,2,2,7,6,9,5165,2338871,64,60,0,2,2
2020-01-13,Defusekids,Nemiga,Nuke,4,16,2,1,4,11,0,5,5165,2338871,64,60,0,2,2
2020-01-13,BIG,Sprout,Dust2,11,16,2,1,5,10,6,6,4945,2338776,46,28,0,2,2
2020-01-12,Heroic,Secret,Mirage,11,16,2,1,8,7,3,9,5157,2338913,16,92,2,1,1
2020-01-12,Heretics,Gambit Youngsters,Overpass,23,25,2,1,8,7,7,8,5157,2338914,52,38,1,2,2
2020-01-12,CR4ZY,Defusekids,Train,16,14,1,1,12,3,4,11,5157,2338916,19,79,1,2,2
2020-01-12,CR4ZY,Defusekids,Inferno,13,16,2,2,6,8,7,8,5157,2338916,19,79,1,2,2
2020-01-12,CR4ZY,Defusekids,Dust2,13,16,2,1,3,12,10,4,5157,2338916,19,79,1,2,2
2020-01-12,MAD Lions,SKADE,Dust2,7,16,2,1,2,13,5,3,5157,2338915,21,42,2,1,1
2020-01-12,MAD Lions,SKADE,Nuke,16,10,1,2,9,2,7,8,5157,2338915,21,42,2,1,1
2020-01-12,MAD Lions,SKADE,Train,16,14,1,1,9,6,7,8,5157,2338915,21,42,2,1,1
2020-01-12,Heroic,Secret,Inferno,16,11,1,1,9,6,7,5,5157,2338913,16,92,2,1,1
2020-01-12,Heroic,Secret,Nuke,16,12,1,2,6,7,10,5,5157,2338913,16,92,2,1,1
2020-01-12,Bren,MiTH.Maple,Overpass,16,10,1,1,11,4,5,6,5155,2338852,63,91,2,0,1
2020-01-12,Bren,MiTH.Maple,Inferno,16,11,1,2,9,3,7,8,5155,2338852,63,91,2,0,1
2020-01-12,MiTH.Maple,GTV.Revolution,Inferno,9,16,2,1,3,12,6,4,5155,2338850,91,206,2,1,1
2020-01-12,MiTH.Maple,GTV.Revolution,Mirage,16,8,1,2,8,1,8,7,5155,2338850,91,206,2,1,1
2020-01-12,MiTH.Maple,GTV.Revolution,Train,16,11,1,2,5,7,11,4,5155,2338850,91,206,2,1,1
2020-01-12,Heretics,Gambit Youngsters,Dust2,16,14,1,1,9,6,7,8,5157,2338914,52,38,1,2,2
2020-01-12,Heretics,Gambit Youngsters,Inferno,14,16,2,2,4,11,10,5,5157,2338914,52,38,1,2,2
2020-01-12,eUnited,Gen.G,Nuke,16,9,1,2,10,0,6,9,5159,2338928,40,50,2,0,1
2020-01-12,MAD Lions,Defusekids,Vertigo,16,12,1,2,7,6,9,6,5157,2338922,21,79,2,0,1
2020-01-12,Redemption POA,paiN,Inferno,14,16,2,1,5,10,9,6,5078,2338918,152,94,0,2,2
2020-01-12,BIG Academy,Tenerife Titans,Nuke,16,10,1,1,9,6,7,4,5165,2338870,240,155,2,0,1
2020-01-12,BIG Academy,Tenerife Titans,Mirage,16,9,1,2,4,6,12,3,5165,2338870,240,155,2,0,1
2020-01-12,eUnited,Gen.G,Mirage,16,8,1,1,9,6,7,2,5159,2338928,40,50,2,0,1
2020-01-12,MAD Lions,Defusekids,Dust2,16,7,1,1,9,6,7,1,5157,2338922,21,79,2,0,1
2020-01-12,RED Canids,W7M,Train,12,16,2,2,7,6,5,10,5078,2338920,164,147,2,1,1
2020-01-12,RED Canids,W7M,Vertigo,16,9,1,1,9,6,7,3,5078,2338920,164,147,2,1,1
2020-01-12,Redemption POA,paiN,Nuke,2,16,2,2,0,3,2,13,5078,2338918,152,94,0,2,2
2020-01-12,RED Canids,W7M,Mirage,16,11,1,2,7,5,9,6,5078,2338920,164,147,2,1,1
2020-01-12,Gen.G,INTZ,Vertigo,16,11,1,1,8,7,8,4,5159,2338925,50,32,2,0,1
2020-01-12,Gen.G,INTZ,Overpass,19,15,1,2,6,9,9,6,5159,2338925,50,32,2,0,1
2020-01-12,eUnited,Chaos,Inferno,16,3,1,1,12,3,4,0,5159,2338926,40,56,2,0,1
2020-01-12,eUnited,Chaos,Vertigo,16,11,1,2,6,6,10,5,5159,2338926,40,56,2,0,1
2020-01-12,Cloud9,Triumph,Dust2,16,10,1,2,6,5,10,5,5159,2338923,18,90,2,0,1
2020-01-12,Cloud9,Triumph,Overpass,16,11,1,2,7,5,9,6,5159,2338923,18,90,2,0,1
2020-01-12,Heroic,Gambit Youngsters,Train,16,11,1,1,10,5,6,6,5157,2338921,16,38,2,0,1
2020-01-12,Heroic,Gambit Youngsters,Overpass,16,10,1,2,8,3,8,7,5157,2338921,16,38,2,0,1
2020-01-11,MiTH.Maple,Entity,Overpass,16,8,1,1,12,3,4,5,5155,2338832,91,126,16,8,1
2020-01-11,GTV.Revolution,Bren,Inferno,5,16,2,2,1,5,4,11,5155,2338846,206,63,5,16,2
2020-01-11,Darkhorse,ex-Genuine,Dust2,10,16,2,1,7,8,3,8,5155,2338843,276,138,10,16,2
2020-01-11,MiTH.Maple,Darkhorse,Overpass,16,8,1,1,7,8,9,0,5155,2338839,91,276,16,8,1
2020-01-11,ex-Genuine,Entity,Train,16,7,1,1,10,5,6,2,5155,2338840,138,126,16,7,1
2020-01-11,Darkhorse,Entity,Dust2,16,13,1,1,10,5,6,8,5155,2338834,276,126,16,13,1
2020-01-11,Tenerife Titans,Defusekids,Inferno,6,16,2,1,6,9,0,7,5156,2338890,155,79,0,2,2
2020-01-11,Winstrike,Na`Vi Junior,Dust2,22,20,1,2,5,10,10,5,5156,2338891,57,103,22,20,1
2020-01-11,AVEZ,Unique,Train,22,18,1,1,7,8,8,7,5156,2338885,58,114,22,18,1
2020-01-11,KOVA,Project X,Nuke,19,17,1,2,11,4,4,11,5156,2338887,196,85,19,17,1
2020-01-11,Gambit Youngsters,Copenhagen Flames,Mirage,16,7,1,2,4,4,12,3,5156,2338889,38,43,16,7,1
2020-01-11,Secret,Juggernauts,Mirage,16,12,1,1,8,7,8,5,5156,2338888,92,51,16,12,1
2020-01-11,MiTH.Maple,ex-Genuine,Vertigo,16,13,1,1,7,8,9,5,5155,2338848,91,138,16,13,1
2020-01-11,Chaos,New England Whalers,Inferno,16,3,1,2,4,0,12,3,5158,2338906,56,88,2,0,1
2020-01-11,Tenerife Titans,Defusekids,Mirage,10,16,2,2,3,8,7,8,5156,2338890,155,79,0,2,2
2020-01-11,SKADE,AVEZ,Nuke,8,16,2,1,7,8,1,8,5156,2338894,42,58,2,1,1
2020-01-11,Gambit Youngsters,Winstrike,Overpass,16,10,1,2,6,5,10,5,5156,2338893,38,57,2,0,1
2020-01-11,Gen.G,Divine,Vertigo,16,9,1,2,9,1,7,8,5158,2338905,50,102,2,0,1
2020-01-11,Chaos,New England Whalers,Nuke,16,4,1,1,13,2,3,2,5158,2338906,56,88,2,0,1
2020-01-11,W7M,Alma,Inferno,16,5,1,2,5,1,11,4,5167,2338912,147,200,2,0,1
2020-01-11,W7M,Alma,Vertigo,16,10,1,1,11,4,5,6,5167,2338912,147,200,2,0,1
2020-01-11,Gen.G,Divine,Mirage,19,16,1,1,8,7,7,8,5158,2338905,50,102,2,0,1
2020-01-11,SKADE,AVEZ,Overpass,16,14,1,2,10,5,6,9,5156,2338894,42,58,2,1,1
2020-01-11,Secret,KOVA,Nuke,16,12,1,1,12,3,4,9,5156,2338892,92,196,2,0,1
2020-01-11,Secret,KOVA,Mirage,25,22,1,2,7,8,8,7,5156,2338892,92,196,2,0,1
2020-01-11,SKADE,AVEZ,Mirage,16,6,1,1,9,6,7,0,5156,2338894,42,58,2,1,1
2020-01-11,Gambit Youngsters,Winstrike,Dust2,16,11,1,1,11,4,5,7,5156,2338893,38,57,2,0,1
2020-01-10,Illuminar,MAD Lions,Overpass,16,10,1,1,11,4,5,6,5110,2338867,30,21,1,2,2
2020-01-10,ENCE,AGO,Dust2,16,5,1,1,10,5,6,0,5110,2338866,12,41,2,1,1
2020-01-10,ENCE,AGO,Mirage,12,16,2,2,7,6,5,10,5110,2338866,12,41,2,1,1
2020-01-10,ENCE,AGO,Inferno,16,1,1,1,14,1,2,0,5110,2338866,12,41,2,1,1
2020-01-10,Illuminar,MAD Lions,Train,17,19,2,2,8,7,7,8,5110,2338867,30,21,1,2,2
2020-01-10,Illuminar,MAD Lions,Nuke,12,16,2,2,6,7,6,9,5110,2338867,30,21,1,2,2
2020-01-10,ENCE,MAD Lions,Mirage,10,16,2,2,4,7,6,9,5110,2338868,12,21,0,2,2
2020-01-10,ENCE,MAD Lions,Overpass,7,16,2,1,6,9,1,7,5110,2338868,12,21,0,2,2
2020-01-10,Apeks,Tenerife Titans,Mirage,2,16,2,1,2,13,0,3,5156,2338884,118,155,2,16,2
2020-01-10,hREDS,Defusekids,Inferno,10,16,2,2,3,8,7,8,5156,2338883,133,79,10,16,2
2020-01-09,Bren,TYLOO,Mirage,5,16,2,1,5,10,0,6,4999,2338813,63,23,0,2,2
2020-01-09,FaZe,ARCY,Dust2,16,12,1,2,5,8,11,4,5110,2338861,8,49,2,0,1
2020-01-09,Heroic,MAD Lions,Train,7,16,2,1,4,11,3,5,5110,2338859,16,21,0,2,2
2020-01-09,Heroic,MAD Lions,Nuke,13,16,2,2,8,6,5,10,5110,2338859,16,21,0,2,2
2020-01-09,Bren,TYLOO,Inferno,5,16,2,2,2,4,3,12,4999,2338813,63,23,0,2,2
2020-01-09,Chaos,MIBR,Inferno,8,16,2,1,3,12,5,4,5104,2338797,56,14,0,2,2
2020-01-09,MIBR,INTZ,Vertigo,16,13,1,2,6,8,10,5,5104,2338798,14,32,2,1,1
2020-01-09,MIBR,INTZ,Mirage,7,16,2,2,3,5,4,11,5104,2338798,14,32,2,1,1
2020-01-09,MIBR,INTZ,Train,16,10,1,2,7,4,9,6,5104,2338798,14,32,2,1,1
2020-01-09,INTZ,Gen.G,Vertigo,16,14,1,2,9,6,7,8,5104,2338796,32,50,2,0,1
2020-01-09,INTZ,Gen.G,Dust2,16,10,1,1,8,7,8,3,5104,2338796,32,50,2,0,1
2020-01-09,Chaos,MIBR,Mirage,5,16,2,2,3,3,2,13,5104,2338797,56,14,0,2,2
2020-01-09,ENCE,Illuminar,Overpass,6,16,2,2,3,4,3,12,5110,2338860,12,30,2,1,1
2020-01-09,ENCE,Illuminar,Train,16,7,1,1,10,5,6,2,5110,2338860,12,30,2,1,1
2020-01-09,FaZe,ARCY,Nuke,16,14,1,1,5,10,11,4,5110,2338861,8,49,2,0,1
2020-01-09,ENCE,Illuminar,Nuke,16,14,1,1,9,6,7,8,5110,2338860,12,30,2,1,1
2020-01-09,Heroic,AGO,Vertigo,5,16,2,2,1,5,4,11,5110,2338864,16,41,1,2,2
2020-01-09,G2,AGO,Vertigo,14,16,2,2,9,6,5,10,5110,2338858,11,41,2,1,1
2020-01-09,MAD Lions,G2,Train,22,20,1,2,9,6,6,9,5110,2338862,21,11,1,2,2
2020-01-09,MAD Lions,G2,Dust2,14,16,2,1,8,7,6,9,5110,2338862,21,11,1,2,2
2020-01-09,MAD Lions,G2,Nuke,13,16,2,1,10,5,3,11,5110,2338862,21,11,1,2,2
2020-01-09,Heroic,AGO,Train,3,16,2,1,3,12,0,4,5110,2338864,16,41,1,2,2
2020-01-09,Heroic,AGO,Nuke,16,10,1,2,5,6,11,4,5110,2338864,16,41,1,2,2
2020-01-09,G2,AGO,Dust2,16,10,1,1,7,8,9,2,5110,2338858,11,41,2,1,1
2020-01-09,FaZe,ENCE,Mirage,16,10,1,1,11,4,5,6,5110,2338863,8,12,2,1,1
2020-01-09,FaZe,ENCE,Nuke,16,12,1,2,8,5,8,7,5110,2338863,8,12,2,1,1
2020-01-09,ARCY,Illuminar,Train,11,16,2,2,6,6,5,10,5110,2338865,49,30,0,2,2
2020-01-09,ARCY,Illuminar,Nuke,12,16,2,1,8,7,4,9,5110,2338865,49,30,0,2,2
2020-01-09,G2,AGO,Mirage,16,12,1,1,11,4,5,8,5110,2338858,11,41,2,1,1
2020-01-09,FaZe,ENCE,Dust2,12,16,2,2,7,6,5,10,5110,2338863,8,12,2,1,1
2020-01-08,MIBR,INTZ,Train,8,16,2,2,3,6,5,10,5104,2338790,14,32,1,2,2
2020-01-08,Riot Squad,MIBR,Mirage,16,13,1,1,7,8,9,5,5104,2338794,31,14,1,2,2
2020-01-08,Riot Squad,MIBR,Train,10,16,2,1,5,10,5,6,5104,2338794,31,14,1,2,2
2020-01-08,Cloud9,INTZ,Vertigo,16,6,1,1,11,4,5,2,5104,2338792,18,32,2,0,1
2020-01-08,Cloud9,INTZ,Inferno,16,7,1,2,5,3,11,4,5104,2338792,18,32,2,0,1
2020-01-08,Gen.G,FURIA,Train,16,13,1,2,12,2,4,11,5104,2338793,50,15,2,0,1
2020-01-08,Gen.G,FURIA,Inferno,16,9,1,1,8,7,8,2,5104,2338793,50,15,2,0,1
2020-01-08,MIBR,INTZ,Mirage,16,4,1,1,12,3,4,1,5104,2338790,14,32,1,2,2
2020-01-08,FURIA,Chaos,Mirage,14,16,2,2,6,9,8,7,5104,2338787,15,56,0,2,2
2020-01-08,MIBR,INTZ,Vertigo,14,16,2,2,10,5,4,11,5104,2338790,14,32,1,2,2
2020-01-08,FURIA,Chaos,Train,14,16,2,1,6,9,8,7,5104,2338787,15,56,0,2,2
2020-01-08,MELBET,Hard Legion,Overpass,15,19,2,1,9,6,6,9,5149,2338824,71,37,15,19,2
2020-01-08,North,Nemiga,Mirage,16,12,1,1,8,7,8,5,5149,2338825,20,54,16,12,1
2020-01-08,Cloud9,Riot Squad,Dust2,16,7,1,1,10,5,6,2,5104,2338789,18,31,2,0,1
2020-01-08,Gambit Youngsters,sAw,Vertigo,16,6,1,2,4,3,12,3,5149,2338823,38,72,16,6,1
2020-01-08,Riot Squad,MIBR,Inferno,12,16,2,2,5,8,7,8,5104,2338794,31,14,1,2,2
2020-01-08,Cloud9,Riot Squad,Overpass,16,4,1,2,4,1,12,3,5104,2338789,18,31,2,0,1
2020-01-08,OneThree,TYLOO,Mirage,12,16,2,1,7,8,5,8,4999,2338811,100,23,0,2,2
2020-01-08,OneThree,TYLOO,Train,8,16,2,2,3,6,5,10,4999,2338811,100,23,0,2,2
2020-01-08,GODSENT,HAVU,Inferno,16,10,1,2,6,5,10,5,4492,2338815,22,33,2,0,1
2020-01-08,R-Stars,AUGUST,Train,16,11,1,1,7,8,9,3,4999,2338810,82,70,2,0,1
2020-01-08,MAD Lions,North,Overpass,16,8,1,2,6,3,10,5,5149,2338855,21,20,2,0,1
2020-01-08,MAD Lions,North,Mirage,16,4,1,1,12,3,4,1,5149,2338855,21,20,2,0,1
2020-01-08,Hard Legion,AGO,Dust2,10,16,2,2,3,8,7,8,5149,2338854,37,41,0,2,2
2020-01-08,Gambit Youngsters,North,Mirage,8,16,2,2,1,8,7,8,5149,2338829,38,20,8,16,2
2020-01-08,MAD Lions,Apeks,Overpass,16,4,1,1,11,4,5,0,5149,2338827,21,118,16,4,1
2020-01-08,AGO,OG,Inferno,16,10,1,2,5,6,11,4,5149,2338826,41,26,16,10,1
2020-01-08,Hard Legion,AGO,Inferno,5,16,2,2,1,5,4,11,5149,2338854,37,41,0,2,2
2020-01-08,GODSENT,HAVU,Train,16,10,1,2,6,5,10,5,4492,2338815,22,33,2,0,1
2020-01-08,TYLOO,R-Stars,Mirage,16,4,1,2,5,0,11,4,4999,2338812,23,82,2,0,1
2020-01-08,ViCi,Bren,Inferno,7,16,2,1,5,10,2,6,4999,2338809,35,63,2,1,1
2020-01-08,ViCi,Bren,Overpass,16,12,1,2,8,5,8,7,4999,2338809,35,63,2,1,1
2020-01-08,ViCi,Bren,Nuke,16,10,1,2,8,3,8,7,4999,2338809,35,63,2,1,1
2020-01-08,R-Stars,AUGUST,Dust2,16,12,1,2,4,9,12,3,4999,2338810,82,70,2,0,1
2020-01-08,TYLOO,R-Stars,Train,16,11,1,1,7,8,9,3,4999,2338812,23,82,2,0,1
2020-01-07,AUGUST,OneThree,Nuke,8,16,2,2,4,5,4,11,4999,2338804,70,100,2,1,1
2020-01-07,TYLOO,Mazaalai,Mirage,16,9,1,1,7,8,9,1,4999,2338801,23,153,2,1,1
2020-01-07,TYLOO,Mazaalai,Inferno,10,16,2,1,7,8,3,8,4999,2338801,23,153,2,1,1
2020-01-07,TYLOO,Mazaalai,Overpass,16,7,1,1,8,7,8,0,4999,2338801,23,153,2,1,1
2020-01-07,AUGUST,OneThree,Inferno,16,11,1,1,7,8,9,3,4999,2338804,70,100,2,1,1
2020-01-07,Bren,R-Stars,Dust2,16,10,1,1,6,9,10,1,4999,2338802,63,82,2,1,1
2020-01-07,AUGUST,OneThree,Dust2,16,8,1,2,8,1,8,7,4999,2338804,70,100,2,1,1
2020-01-07,Bren,R-Stars,Train,19,15,1,1,7,8,8,7,4999,2338802,63,82,2,1,1
2020-01-07,Bren,R-Stars,Inferno,7,16,2,2,5,3,2,13,4999,2338802,63,82,2,1,1
2020-01-07,ViCi,Alpha Red,Mirage,16,10,1,2,4,7,12,3,4999,2338803,35,113,2,0,1
2020-01-07,R-Stars,Mazaalai,Dust2,16,8,1,1,11,4,5,4,4999,2338807,82,153,2,0,1
2020-01-07,R-Stars,Mazaalai,Inferno,16,7,1,1,11,4,5,3,4999,2338807,82,153,2,0,1
2020-01-07,ViCi,Alpha Red,Overpass,16,3,1,1,12,3,4,0,4999,2338803,35,113,2,0,1
2020-01-07,Alpha Red,OneThree,Dust2,14,16,2,1,8,7,6,9,4999,2338808,113,100,1,2,2
2020-01-07,Bren,TYLOO,Inferno,22,18,1,2,7,8,8,7,4999,2338805,63,23,2,1,1
2020-01-07,Apeks,GamerLegion,Mirage,16,12,1,1,7,8,9,4,5149,2338822,118,39,16,12,1
2020-01-07,Alpha Red,OneThree,Inferno,16,13,1,2,10,4,6,9,4999,2338808,113,100,1,2,2
2020-01-07,MAD Lions,Winstrike,Train,16,13,1,1,8,7,8,6,5149,2338820,21,57,16,13,1
2020-01-07,SKADE,OG,Train,13,16,2,1,9,6,4,10,5149,2338819,42,26,13,16,2
2020-01-07,HAVU,ARCY,Nuke,16,6,1,1,10,5,6,1,4492,2338786,33,49,2,0,1
2020-01-07,HAVU,ARCY,Train,16,10,1,2,7,4,9,6,4492,2338786,33,49,2,0,1
2020-01-07,Bren,TYLOO,Mirage,7,16,2,1,4,11,3,5,4999,2338805,63,23,2,1,1
2020-01-07,Bren,TYLOO,Train,16,11,1,2,7,5,9,6,4999,2338805,63,23,2,1,1
2020-01-07,ViCi,AUGUST,Nuke,19,16,1,2,6,9,9,6,4999,2338806,35,70,2,1,1
2020-01-07,ViCi,AUGUST,Train,9,16,2,1,6,9,3,7,4999,2338806,35,70,2,1,1
2020-01-07,ViCi,AUGUST,Inferno,16,10,1,2,7,4,9,6,4999,2338806,35,70,2,1,1
2020-01-07,Alpha Red,OneThree,Mirage,10,16,2,1,5,10,5,6,4999,2338808,113,100,1,2,2
2020-01-05,eUnited,Rap Gang,Overpass,16,12,1,1,6,9,10,3,5148,2338779,41,134,2,0,1
2020-01-05,Rugratz,Monstars,Nuke,16,9,1,1,7,8,9,1,5148,2338780,96,119,2,0,1
2020-01-05,Rugratz,Monstars,Mirage,16,3,1,1,13,2,3,1,5148,2338780,96,119,2,0,1
2020-01-05,Singularity,LiViD,Nuke,19,15,1,1,7,8,8,7,5148,2338782,44,105,2,0,1
2020-01-05,Singularity,LiViD,Train,19,16,1,1,9,6,6,9,5148,2338782,44,105,2,0,1
2020-01-05,eUnited,Rap Gang,Mirage,22,20,1,1,5,10,10,5,5148,2338779,41,134,2,0,1
2020-01-05,Gambit Youngsters,Phoenix,Overpass,11,16,2,2,4,8,7,8,5142,2338767,37,65,0,2,2
2020-01-05,Gambit Youngsters,Phoenix,Mirage,10,16,2,1,5,10,5,6,5142,2338767,37,65,0,2,2
2020-01-05,Heroic,Phoenix,Overpass,16,10,1,1,11,4,5,6,5142,2338778,16,65,3,0,1
2020-01-05,Heroic,Phoenix,Mirage,16,5,1,1,13,2,3,3,5142,2338778,16,65,3,0,1
2020-01-05,Heroic,Phoenix,Vertigo,16,8,1,2,5,4,11,4,5142,2338778,16,65,3,0,1
2020-01-05,Rugratz,Singularity,Mirage,16,12,1,1,5,10,11,2,5148,2338784,96,44,2,1,1
2020-01-05,Rugratz,Singularity,Nuke,19,16,1,1,7,8,8,7,5148,2338784,96,44,2,1,1
2020-01-05,Rugratz,Singularity,Overpass,14,16,2,2,9,6,5,10,5148,2338784,96,44,2,1,1
2020-01-04,Phoenix,Brute,Dust2,16,10,1,2,4,7,12,3,5142,2338766,65,165,2,0,1
2020-01-04,Rugratz,Big Frames,Nuke,16,4,1,2,5,0,11,4,5148,2338770,96,273,2,0,1
2020-01-04,Rugratz,Big Frames,Mirage,16,7,1,1,12,3,4,4,5148,2338770,96,273,2,0,1
2020-01-04,Heroic,SKADE,Inferno,16,13,1,2,7,7,9,6,5142,2338765,16,49,2,0,1
2020-01-04,Heroic,SKADE,Nuke,16,7,1,1,11,4,5,3,5142,2338765,16,49,2,0,1
2020-01-04,FATE,SKADE,Overpass,12,16,2,1,8,7,4,9,5142,2338764,53,49,1,2,2
2020-01-04,Phoenix,Brute,Mirage,16,8,1,1,10,5,6,3,5142,2338766,65,165,2,0,1
2020-01-04,FATE,SKADE,Inferno,16,13,1,2,7,7,9,6,5142,2338764,53,49,1,2,2
2020-01-04,eUnited,RBG,Overpass,16,3,1,1,13,2,3,1,5148,2338768,41,110,2,0,1
2020-01-04,FATE,SKADE,Train,11,16,2,2,5,7,6,9,5142,2338764,53,49,1,2,2
2020-01-04,eUnited,RBG,Train,16,4,1,2,3,2,13,2,5148,2338768,41,110,2,0,1
2020-01-04,Bushido Boyz,Rap Gang,Mirage,4,16,2,2,1,4,3,12,5148,2338775,143,134,1,2,2
2020-01-04,Divine,Oceanus,Train,16,8,1,2,6,3,10,5,5148,2338772,111,135,2,0,1
2020-01-04,Divine,Oceanus,Dust2,16,9,1,1,8,7,8,2,5148,2338772,111,135,2,0,1
2020-01-04,Singularity,Infinity,Mirage,16,12,1,2,9,4,7,8,5148,2338769,44,198,2,0,1
2020-01-04,Singularity,Infinity,Overpass,16,3,1,1,12,3,4,0,5148,2338769,44,198,2,0,1
